Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,93.56162,[508 103] ; [122 118],[452.3266745 158.6733255] ; [177.6733255  62.3266745],1
v1,1,5.3e-05,16.340352,[341 262] ; [102 145],[314.26941176 288.73058824] ; [128.73058824 118.26941176],1
b1,1,7.5e-05,15.685228,[238 383] ; [132 117],[264.10344828 356.89655172] ; [105.89655172 143.10344828],1
s5,1,0.000137,14.541326,[260 341] ; [ 68 167],[235.79904306 365.20095694] ; [ 92.20095694 142.79904306],1
p12,1,0.00018,14.030671,[ 62 555] ; [  6 240],[ 48.61645423 568.38354577] ; [ 19.38354577 226.61645423],1
v2,1,0.000215,13.690939,[340 254] ; [103 136],[315.8967587 278.1032413] ; [127.1032413 111.8967587],1
a5,1,0.000484,12.176505,[462 158] ; [156  93],[440.92059839 179.07940161] ; [177.07940161  71.92059839],1
p6,1,0.000582,11.831412,[243 367] ; [ 66 176],[221.23239437 388.76760563] ; [ 87.76760563 154.23239437],1
r2,1,0.000914,10.993878,[580  33] ; [215  29],[568.65227538  44.34772462] ; [226.34772462  17.65227538],1
d4,1,0.003036,8.785901,[516 101] ; [185  62],[500.59837963 116.40162037] ; [200.40162037  46.59837963],0
p5,1,0.003868,8.344538,[ 83 532] ; [ 16 229],[ 70.79651163 544.20348837] ; [ 28.20348837 216.79651163],0
u2,1,0.004862,7.92997,[107  67] ; [38 50],[96.29770992 77.70229008] ; [48.70229008 39.29770992],0
d1,1,0.010185,6.60229,[371 250] ; [125 124],[354.04137931 266.95862069] ; [141.95862069 107.04137931],0
d5,1,0.010797,6.498347,[510 108] ; [185  62],[496.5433526 121.4566474] ; [198.4566474  48.5433526],0
a6,1,0.013725,6.073192,[413 204] ; [144 104],[397.30520231 219.69479769] ; [159.69479769  88.30520231],0
u3,1,0.018537,5.544666,[111  64] ; [43 46],[102.08333333  72.91666667] ; [51.91666667 37.08333333],0
v3,1,0.02007,5.405791,[241 357] ; [ 75 162],[226.30898204 371.69101796] ; [ 89.69101796 147.30898204],0
n2,1,0.035362,4.427614,[110  34] ; [64 36],[102.68852459  41.31147541] ; [71.31147541 28.68852459],0
a3,1,0.038257,4.293545,[443 175] ; [158  87],[430.38006952 187.61993048] ; [170.61993048  74.38006952],0
s1,1,0.048743,3.884188,[ 25 586] ; [ 18 227],[ 30.69275701 580.30724299] ; [ 12.30724299 232.69275701],0
d3,1,0.052171,3.770263,[434 184] ; [156  90],[422.01388889 195.98611111] ; [167.98611111  78.01388889],0
a7,1,0.11853,2.436633,[449 170] ; [166  81],[439.59006928 179.40993072] ; [175.40993072  71.59006928],0
u1,1,0.118635,2.435248,[123 498] ; [ 38 211],[114.92068966 506.07931034] ; [ 46.07931034 202.92068966],0
b4,1,0.152887,2.043209,[372 249] ; [136 113],[362.60689655 258.39310345] ; [145.39310345 103.60689655],0
a8,1,0.170304,1.880267,[ 81 484] ; [ 24 201],[ 75.09493671 489.90506329] ; [ 29.90506329 195.09493671],0
n3,1,0.208842,1.579437,[101  42] ; [61 36],[96.525 46.475] ; [65.475 31.525],0
u4,1,0.272538,1.203929,[ 18 603] ; [  4 245],[ 15.70344828 605.29655172] ; [  6.29655172 242.70344828],0
a2,1,0.345571,0.889654,[156 465] ; [ 55 194],[150.61034483 470.38965517] ; [ 60.38965517 188.61034483],0
b2,1,0.480597,0.497508,[137 241] ; [43 88],[133.67387033 244.32612967] ; [46.32612967 84.67387033],0
b3,1,0.480597,0.497508,[137 241] ; [43 88],[133.67387033 244.32612967] ; [46.32612967 84.67387033],0
a1,1,0.502906,0.448798,[ 35 586] ; [ 17 232],[ 37.11724138 583.88275862] ; [ 14.88275862 234.11724138],0
a4,1,0.552184,0.353419,[276 341] ; [105 142],[272.07986111 344.92013889] ; [108.92013889 138.07986111],0
s4,1,0.752983,0.099041,[132 481] ; [ 51 197],[130.28919861 482.71080139] ; [ 52.71080139 195.28919861],0
b5,1,0.857349,0.03231,[385 236] ; [156  93],[386.16206897 234.83793103] ; [154.83793103  94.16206897],0
d2,1,0.957243,0.002874,[304 314] ; [122 125],[304.35606936 313.64393064] ; [121.64393064 125.35606936],0
p1,1,0.960785,0.002418,[ 54 562] ; [ 22 226],[ 54.18518519 561.81481481] ; [ 21.81481481 226.18518519],0
n1,1,0.968189,0.00159,[58 85] ; [40 58],[58.14937759 84.85062241] ; [39.85062241 58.14937759],0
