Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000617,11.725392,[34 28] ; [ 7 29],[25.93877551 36.06122449] ; [15.06122449 20.93877551],1
p10,1,0.153578,2.036344,[50 12] ; [23 11],[47.14583333 14.85416667] ; [25.85416667  8.14583333],0
u1,1,0.162865,1.947417,[ 9 53] ; [ 2 35],[ 6.88888889 55.11111111] ; [ 4.11111111 32.88888889],0
p8,1,0.178276,1.811936,[30 32] ; [12 23],[26.84536082 35.15463918] ; [15.15463918 19.84536082],0
p9,1,0.181512,1.785199,[54  8] ; [26  8],[51.66666667 10.33333333] ; [28.33333333  5.66666667],0
p3,1,0.185262,1.754898,[28 34] ; [11 24],[24.92783505 37.07216495] ; [14.07216495 20.92783505],0
n2,1,0.188529,1.729072,[19  3] ; [11  5],[17.36842105  4.63157895] ; [12.63157895  3.36842105],0
a2,1,0.200391,1.639521,[15 47] ; [ 5 32],[12.52525253 49.47474747] ; [ 7.47474747 29.52525253],0
d3,1,0.204615,1.609124,[43 19] ; [21 16],[40.08080808 21.91919192] ; [23.91919192 13.08080808],0
p1,1,0.237016,1.398256,[ 4 58] ; [ 5 32],[ 5.63636364 56.36363636] ; [ 3.36363636 33.63636364],0
v4,1,0.272175,1.205753,[58  3] ; [33  4],[56.64285714  4.35714286] ; [34.35714286  2.64285714],0
r1,1,0.281186,1.161348,[48 14] ; [25 12],[45.71717172 16.28282828] ; [27.28282828  9.71717172],0
d1,1,0.285817,1.139221,[32 30] ; [15 22],[29.43434343 32.56565657] ; [17.56565657 19.43434343],0
v3,1,0.288119,1.128388,[24 37] ; [10 25],[21.60416667 39.39583333] ; [12.39583333 22.60416667],0
v2,1,0.350604,0.871269,[40 21] ; [19 15],[37.88421053 23.11578947] ; [21.11578947 12.88421053],0
d4,1,0.36444,0.822535,[53  9] ; [29  8],[51.35353535 10.64646465] ; [30.64646465  6.35353535],0
a6,1,0.404298,0.695506,[42 20] ; [22 15],[40.08080808 21.91919192] ; [23.91919192 13.08080808],0
p2,1,0.491639,0.472936,[47 15] ; [25 11],[45.55102041 16.44897959] ; [26.44897959  9.55102041],0
a3,1,0.526439,0.401261,[44 18] ; [24 13],[42.58585859 19.41414141] ; [25.41414141 11.58585859],0
n3,1,0.542234,0.371415,[13  9] ; [11  5],[13.89473684  8.10526316] ; [10.10526316  5.89473684],0
d5,1,0.544789,0.366736,[47 15] ; [26 11],[45.71717172 16.28282828] ; [27.28282828  9.71717172],0
b4,1,0.54483,0.366661,[39 23] ; [21 16],[37.57575758 24.42424242] ; [22.42424242 14.57575758],0
s2,1,0.550705,0.356055,[28 34] ; [19 18],[29.43434343 32.56565657] ; [17.56565657 19.43434343],0
s5,1,0.554865,0.348673,[21 40] ; [10 25],[19.69791667 41.30208333] ; [11.30208333 23.69791667],0
a4,1,0.576799,0.311439,[27 35] ; [14 23],[25.67676768 36.32323232] ; [15.32323232 21.67676768],0
a8,1,0.634667,0.225784,[ 3 57] ; [ 1 33],[ 2.55319149 57.44680851] ; [ 1.44680851 32.55319149],0
p12,1,0.637383,0.222181,[ 3 59] ; [ 1 34],[ 2.55670103 59.44329897] ; [ 1.44329897 33.55670103],0
s7,1,0.664175,0.188492,[23 37] ; [15 20],[24. 36.] ; [14. 21.],0
u3,1,0.767872,0.087119,[13  5] ; [10  3],[13.35483871  4.64516129] ; [9.64516129 3.35483871],0
s3,1,0.834936,0.04342,[30 31] ; [19 18],[30.5 30.5] ; [18.5 18.5],0
b2,1,0.883848,0.021343,[12 18] ; [ 8 11],[12.24489796 17.75510204] ; [ 7.75510204 11.24489796],0
b3,1,0.883848,0.021343,[12 18] ; [ 8 11],[12.24489796 17.75510204] ; [ 7.75510204 11.24489796],0
p5,1,0.884892,0.020958,[ 4 58] ; [ 2 33],[ 3.83505155 58.16494845] ; [ 2.16494845 32.83505155],0
s8,1,0.925754,0.008684,[22 39] ; [13 24],[21.78571429 39.21428571] ; [13.21428571 23.78571429],0
p6,1,0.965288,0.001894,[15 46] ; [ 8 24],[15.08602151 45.91397849] ; [ 7.91397849 24.08602151],0
