Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2e-05,18.14668,[ 6 33] ; [29 19],[15.68965517 23.31034483] ; [19.31034483 28.68965517],1
b1,1,0.267033,1.231925,[10 29] ; [18 31],[12.40909091 26.59090909] ; [15.59090909 33.40909091],0
a4,1,0.282234,1.1563,[12 26] ; [21 28],[14.4137931 23.5862069] ; [18.5862069 30.4137931],0
p2,1,0.288159,1.128205,[30  9] ; [42  7],[31.90909091  7.09090909] ; [40.09090909  8.90909091],0
u1,1,0.292956,1.105988,[ 7 32] ; [ 5 44],[ 5.31818182 33.68181818] ; [ 6.68181818 42.31818182],0
d3,1,0.309683,1.032028,[23 16] ; [34 15],[25.26136364 13.73863636] ; [31.73863636 17.26136364],0
s7,1,0.318056,0.996923,[14 25] ; [21 24],[16.25 22.75] ; [18.75 26.25],0
p10,1,0.439116,0.598591,[29 10] ; [39  9],[30.48275862  8.51724138] ; [37.51724138 10.48275862],0
v3,1,0.442628,0.589461,[12 26] ; [19 29],[13.69767442 24.30232558] ; [17.30232558 30.69767442],0
n3,1,0.466394,0.530507,[5 3] ; [6 7],[4.19047619 3.80952381] ; [6.80952381 6.19047619],0
r2,1,0.476499,0.506866,[35  4] ; [46  3],[35.89772727  3.10227273] ; [45.10227273  3.89772727],0
b4,1,0.507548,0.439118,[25 14] ; [28 21],[23.48863636 15.51136364] ; [29.51136364 19.48863636],0
b5,1,0.543441,0.369199,[24 15] ; [27 22],[22.60227273 16.39772727] ; [28.39772727 20.60227273],0
p5,1,0.570202,0.322344,[ 4 35] ; [ 7 42],[ 4.875 34.125] ; [ 6.125 42.875],0
a2,1,0.613,0.255829,[ 8 31] ; [ 8 41],[ 7.09090909 31.90909091] ; [ 8.90909091 40.09090909],0
p11,1,0.63039,0.231532,[26 13] ; [35 14],[27.03409091 11.96590909] ; [33.96590909 15.03409091],0
s5,1,0.659199,0.194498,[ 6 31] ; [ 9 36],[ 6.76829268 30.23170732] ; [ 8.23170732 36.76829268],0
r3,1,0.683892,0.165777,[36  3] ; [44  5],[35.45454545  3.54545455] ; [44.54545455  4.45454545],0
p9,1,0.697985,0.150577,[33  6] ; [42  6],[33.62068966  5.37931034] ; [41.37931034  6.62068966],0
a3,1,0.753413,0.098685,[22 16] ; [30 19],[22.71264368 15.28735632] ; [29.28735632 19.71264368],0
v4,1,0.771637,0.084236,[36  3] ; [46  3],[36.34090909  2.65909091] ; [45.65909091  3.34090909],0
s1,1,0.841369,0.040057,[ 2 37] ; [ 3 46],[ 2.21590909 36.78409091] ; [ 2.78409091 46.21590909],0
n1,1,0.863926,0.029371,[4 4] ; [7 6],[4.19047619 3.80952381] ; [6.80952381 6.19047619],0
b2,1,0.878822,0.023245,[ 6 12] ; [11 20],[ 6.24489796 11.75510204] ; [10.75510204 20.24489796],0
b3,1,0.878822,0.023245,[ 6 12] ; [11 20],[ 6.24489796 11.75510204] ; [10.75510204 20.24489796],0
p1,1,0.885247,0.020828,[ 6 33] ; [ 7 42],[ 5.76136364 33.23863636] ; [ 7.23863636 41.76136364],0
a7,1,0.924832,0.008902,[29 10] ; [36 13],[28.80681818 10.19318182] ; [36.19318182 12.80681818],0
s4,1,0.980526,0.000596,[ 4 35] ; [ 5 43],[ 4.03448276 34.96551724] ; [ 4.96551724 43.03448276],0
a8,1,0.985009,0.000353,[ 4 30] ; [ 5 37],[ 4.02631579 29.97368421] ; [ 4.97368421 37.02631579],0
