Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6.5e-05,15.960552,[ 9 30] ; [30 15],[18.10714286 20.89285714] ; [20.89285714 24.10714286],1
v1,1,0.610264,0.25979,[14 25] ; [19 27],[15.14117647 23.85882353] ; [17.85882353 28.14117647],0
d3,1,0.632745,0.228357,[27 12] ; [34 12],[27.98823529 11.01176471] ; [33.01176471 12.98823529],0
a6,1,0.653171,0.201926,[21 18] ; [27 19],[22.02352941 16.97647059] ; [25.97647059 20.02352941],0
n1,1,0.654001,0.200893,[9 9] ; [7 5],[9.6 8.4] ; [6.4 5.6],0
u2,1,0.686254,0.16317,[ 5 10] ; [ 8 12],[5.57142857 9.42857143] ; [ 7.42857143 12.57142857],0
v4,1,0.691066,0.157934,[35  4] ; [40  6],[34.41176471  4.58823529] ; [40.58823529  5.41176471],0
r4,1,0.692931,0.15593,[30  9] ; [37  9],[30.74117647  8.25882353] ; [36.25882353  9.74117647],0
s4,1,0.706309,0.141992,[ 8 30] ; [ 8 37],[ 7.3253012 30.6746988] ; [ 8.6746988 36.3253012],0
b1,1,0.723628,0.125043,[21 18] ; [23 23],[20.18823529 18.81176471] ; [23.81176471 22.18823529],0
n4,1,0.725493,0.12329,[24 15] ; [30 16],[24.77647059 14.22352941] ; [29.22352941 16.77647059],0
a5,1,0.727605,0.121322,[26 13] ; [29 17],[25.23529412 13.76470588] ; [29.76470588 16.23529412],0
p9,1,0.759179,0.093978,[14 25] ; [18 28],[14.68235294 24.31764706] ; [17.31764706 28.68235294],0
s6,1,0.793762,0.068345,[25 13] ; [29 17],[24.42857143 13.57142857] ; [29.57142857 16.42857143],0
s8,1,0.793762,0.068345,[13 25] ; [17 29],[13.57142857 24.42857143] ; [16.42857143 29.57142857],0
p1,1,0.806019,0.060302,[ 4 35] ; [ 4 42],[ 3.67058824 35.32941176] ; [ 4.32941176 41.67058824],0
n5,1,0.819619,0.052,[23 16] ; [26 20],[22.48235294 16.51764706] ; [26.51764706 19.48235294],0
r1,1,0.855962,0.032948,[27 12] ; [31 15],[26.61176471 12.38823529] ; [31.38823529 14.61176471],0
u3,1,0.863887,0.029388,[9 6] ; [12  9],[8.75 6.25] ; [12.25  8.75],0
p3,1,0.877676,0.02369,[21 18] ; [24 22],[20.64705882 18.35294118] ; [24.35294118 21.64705882],0
v2,1,0.919651,0.010176,[19 19] ; [22 23],[18.77108434 19.22891566] ; [22.22891566 22.77108434],0
n6,1,0.944844,0.004786,[28 11] ; [32 13],[27.85714286 11.14285714] ; [32.14285714 12.85714286],0
s2,1,0.978698,0.000713,[17 20] ; [21 25],[16.93975904 20.06024096] ; [21.06024096 24.93975904],0
n3,1,1.0,0.0,[12  6] ; [8 4],[12.  6.] ; [8. 4.],0
