Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.511325,[ 6 41] ; [20 11],[15.66666667 31.33333333] ; [10.33333333 20.66666667],1
n3,1,0.077241,3.12202,[12 11] ; [7 1],[14.09677419  8.90322581] ; [4.90322581 3.09677419],0
u3,1,0.100348,2.7,[ 6 12] ; [6 3],[ 8. 10.] ; [4. 5.],0
a5,1,0.113966,2.498341,[25 24] ; [22 10],[28.43209877 20.56790123] ; [18.56790123 13.43209877],0
a8,1,0.131202,2.27822,[12 36] ; [ 3 25],[ 9.47368421 38.52631579] ; [ 5.52631579 22.47368421],0
s7,1,0.181332,1.786672,[12 35] ; [12 18],[14.64935065 32.35064935] ; [ 9.35064935 20.64935065],0
b1,1,0.194578,1.682612,[25 24] ; [21 11],[27.82716049 21.17283951] ; [18.17283951 13.82716049],0
b5,1,0.194578,1.682612,[25 24] ; [21 11],[27.82716049 21.17283951] ; [18.17283951 13.82716049],0
d1,1,0.19796,1.657361,[16 33] ; [15 17],[18.75308642 30.24691358] ; [12.24691358 19.75308642],0
s1,1,0.315484,1.007578,[ 1 46] ; [ 2 28],[ 1.83116883 45.16883117] ; [ 1.16883117 28.83116883],0
n4,1,0.334772,0.93035,[37 12] ; [21 11],[35.08641975 13.91358025] ; [22.91358025  9.08641975],0
n2,1,0.345779,0.888889,[17  7] ; [7 1],[18.  6.] ; [6. 2.],0
d2,1,0.401736,0.703125,[21 27] ; [11 21],[19.2 28.8] ; [12.8 19.2],0
a4,1,0.412347,0.672023,[17 32] ; [14 18],[18.75308642 30.24691358] ; [12.24691358 19.75308642],0
s5,1,0.425025,0.63638,[ 7 40] ; [ 7 25],[ 8.32911392 38.67088608] ; [ 5.67088608 26.32911392],0
v3,1,0.47431,0.511918,[10 37] ; [ 8 20],[11.28 35.72] ; [ 6.72 21.28],0
r2,1,0.493745,0.468355,[39  9] ; [27  4],[40.10126582  7.89873418] ; [25.89873418  5.10126582],0
a3,1,0.49514,0.465337,[31 17] ; [23  9],[32.4 15.6] ; [21.6 10.4],0
p1,1,0.542734,0.370496,[ 3 46] ; [ 1 31],[ 2.41975309 46.58024691] ; [ 1.58024691 30.41975309],0
r1,1,0.559842,0.339977,[29 20] ; [21 11],[30.24691358 18.75308642] ; [19.75308642 12.24691358],0
u1,1,0.584771,0.298584,[ 3 46] ; [ 3 29],[ 3.62962963 45.37037037] ; [ 2.37037037 29.62962963],0
d4,1,0.586464,0.2959,[28 19] ; [21 11],[29.15189873 17.84810127] ; [19.84810127 12.15189873],0
s3,1,0.62548,0.23824,[25 24] ; [17 13],[26.05063291 22.94936709] ; [15.94936709 14.05063291],0
s4,1,0.664208,0.188452,[ 6 43] ; [ 5 27],[ 6.65432099 42.34567901] ; [ 4.34567901 27.65432099],0
a6,1,0.765087,0.089286,[33 15] ; [23  9],[33.6 14.4] ; [22.4  9.6],0
p12,1,0.770017,0.08547,[ 1 47] ; [ 1 31],[ 1.2 46.8] ; [ 0.8 31.2],0
a2,1,0.777942,0.079525,[ 8 41] ; [ 6 26],[ 8.4691358 40.5308642] ; [ 5.5308642 26.4691358],0
b4,1,0.7875,0.072662,[26 23] ; [16 16],[25.40740741 23.59259259] ; [16.59259259 15.40740741],0
d3,1,0.788734,0.0718,[25 22] ; [18 14],[25.58227848 21.41772152] ; [17.41772152 14.58227848],0
a7,1,0.796773,0.06632,[32 17] ; [20 12],[31.45679012 17.54320988] ; [20.54320988 11.45679012],0
b3,1,0.965802,0.001838,[ 7 18] ; [ 6 15],[ 7.06521739 17.93478261] ; [ 5.93478261 15.06521739],0
b2,1,0.965802,0.001838,[ 7 18] ; [ 6 15],[ 7.06521739 17.93478261] ; [ 5.93478261 15.06521739],0
