Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000843,11.144481,[94  9] ; [95 33],[84.27272727 18.72727273] ; [104.72727273  23.27272727],1
n5,1,0.226658,1.461712,[56 48] ; [79 49],[60.51724138 43.48275862] ; [74.48275862 53.51724138],0
r1,1,0.238019,1.392286,[76 28] ; [85 44],[71.86266094 32.13733906] ; [89.13733906 39.86266094],0
a2,1,0.253362,1.304669,[15 89] ; [ 26 103],[18.30042918 85.69957082] ; [ 22.69957082 106.30042918],0
d5,1,0.263655,1.249464,[70 34] ; [94 33],[73.83549784 30.16450216] ; [90.16450216 36.83549784],0
s1,1,0.303607,1.058284,[ 4 98] ; [  9 118],[ 5.79039301 96.20960699] ; [  7.20960699 119.79039301],0
r2,1,0.304543,1.054194,[91 12] ; [107  21],[88.28571429 14.71428571] ; [109.71428571  18.28571429],0
n3,1,0.317787,0.998034,[26  9] ; [34 19],[23.86363636 11.13636364] ; [36.13636364 16.86363636],0
a3,1,0.323694,0.97396,[62 42] ; [85 44],[65.61373391 38.38626609] ; [81.38626609 47.61373391],0
a8,1,0.346569,0.885979,[14 79] ; [ 13 108],[11.73364486 81.26635514] ; [ 15.26635514 105.73364486],0
p6,1,0.422518,0.6433,[31 71] ; [32 93],[28.30837004 73.69162996] ; [34.69162996 90.30837004],0
u3,1,0.45207,0.565456,[23 19] ; [27 16],[24.70588235 17.29411765] ; [25.29411765 17.70588235],0
a5,1,0.469768,0.52252,[58 46] ; [78 51],[60.70386266 43.29613734] ; [75.29613734 53.70386266],0
s3,1,0.494268,0.467221,[44 58] ; [61 67],[46.56521739 55.43478261] ; [58.43478261 69.56521739],0
p7,1,0.518982,0.415915,[51 52] ; [57 69],[48.57641921 54.42358079] ; [59.42358079 66.57641921],0
p5,1,0.545423,0.365581,[  4 100] ; [  7 119],[ 4.97391304 99.02608696] ; [  6.02608696 119.97391304],0
p4,1,0.551216,0.355144,[41 63] ; [55 72],[43.22077922 60.77922078] ; [52.77922078 74.22077922],0
d2,1,0.605447,0.266858,[50 53] ; [66 61],[51.94782609 51.05217391] ; [64.05217391 62.94782609],0
a4,1,0.605784,0.266361,[42 62] ; [56 72],[43.93103448 60.06896552] ; [54.06896552 73.93103448],0
s8,1,0.606256,0.265663,[30 73] ; [41 86],[31.79565217 71.20434783] ; [39.20434783 87.79565217],0
n4,1,0.658668,0.195146,[69 35] ; [82 47],[67.39914163 36.60085837] ; [83.60085837 45.39914163],0
v3,1,0.711167,0.137114,[29 74] ; [38 87],[30.26754386 72.73245614] ; [36.73245614 88.26754386],0
u2,1,0.738755,0.111224,[19 22] ; [21 21],[19.75903614 21.24096386] ; [20.24096386 21.75903614],0
a7,1,0.791365,0.069981,[61 42] ; [78 50],[61.97835498 41.02164502] ; [77.02164502 50.97835498],0
b2,1,0.809661,0.058015,[21 48] ; [20 50],[20.35251799 48.64748201] ; [20.64748201 49.35251799],0
b3,1,0.809661,0.058015,[21 48] ; [20 50],[20.35251799 48.64748201] ; [20.64748201 49.35251799],0
d4,1,0.819127,0.052289,[76 27] ; [92 35],[75.23478261 27.76521739] ; [92.76521739 34.23478261],0
d3,1,0.837768,0.041922,[60 44] ; [71 55],[59.23478261 44.76521739] ; [71.76521739 54.23478261],0
v1,1,0.866015,0.028467,[40 62] ; [52 77],[40.62337662 61.37662338] ; [51.37662338 77.62337662],0
p12,1,0.917137,0.010824,[  3 100] ; [  4 123],[ 3.13478261 99.86521739] ; [  3.86521739 123.13478261],0
b5,1,0.940611,0.005551,[64 40] ; [80 49],[64.27467811 39.72532189] ; [79.72532189 49.27467811],0
d1,1,0.971889,0.001242,[47 57] ; [58 71],[46.86695279 57.13304721] ; [58.13304721 70.86695279],0
u1,1,0.982229,0.000496,[13 91] ; [ 16 113],[12.94420601 91.05579399] ; [ 16.05579399 112.94420601],0
