Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u2,1,0.046358,3.968521,[8 5] ; [2 8],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
d1,1,0.45491,0.558388,[19 15] ; [12 14],[17.56666667 16.43333333] ; [13.43333333 12.56666667],0
s8,1,0.456567,0.554299,[15 19] ; [ 9 17],[13.6 20.4] ; [10.4 15.6],0
s5,1,0.457244,0.552632,[ 9 23] ; [ 9 15],[10.28571429 21.71428571] ; [ 7.71428571 16.28571429],0
d5,1,0.495103,0.465417,[25  9] ; [17  9],[23.8 10.2] ; [18.2  7.8],0
n3,1,0.518217,0.41744,[8 3] ; [6 1],[8.55555556 2.44444444] ; [5.44444444 1.55555556],0
a5,1,0.529735,0.394899,[26  8] ; [18  8],[24.93333333  9.06666667] ; [19.06666667  6.93333333],0
s1,1,0.602332,0.271493,[ 4 30] ; [ 2 24],[ 3.4 30.6] ; [ 2.6 23.4],0
n1,1,0.628745,0.233766,[5 6] ; [4 3],[5.5 5.5] ; [3.5 3.5],0
v2,1,0.636337,0.223564,[17 16] ; [15 11],[17.89830508 15.10169492] ; [14.10169492 11.89830508],0
d2,1,0.648343,0.207995,[17 17] ; [11 14],[16.13559322 17.86440678] ; [11.86440678 13.13559322],0
b5,1,0.659671,0.193924,[19 15] ; [16 10],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
a2,1,0.682727,0.167073,[ 4 30] ; [ 4 22],[ 4.53333333 29.46666667] ; [ 3.46666667 22.53333333],0
a4,1,0.713938,0.134375,[16 18] ; [11 15],[15.3 18.7] ; [11.7 14.3],0
n5,1,0.714243,0.134075,[25  9] ; [18  8],[24.36666667  9.63333333] ; [18.63333333  7.36666667],0
v4,1,0.720604,0.127915,[29  5] ; [23  3],[29.46666667  4.53333333] ; [22.53333333  3.46666667],0
n2,1,0.73244,0.116883,[10  1] ; [6 1],[9.77777778 1.22222222] ; [6.22222222 0.77777778],0
s2,1,0.767669,0.087276,[17 17] ; [12 14],[16.43333333 17.56666667] ; [12.56666667 13.43333333],0
a8,1,0.779973,0.078039,[ 3 28] ; [ 3 22],[ 3.32142857 27.67857143] ; [ 2.67857143 22.32142857],0
a6,1,0.831547,0.045249,[20 14] ; [16 10],[20.4 13.6] ; [15.6 10.4],0
d4,1,0.832116,0.044939,[24 10] ; [19  7],[24.36666667  9.63333333] ; [18.63333333  7.36666667],0
p10,1,0.853842,0.033937,[23 11] ; [17  9],[22.66666667 11.33333333] ; [17.33333333  8.66666667],0
s4,1,0.863772,0.029438,[ 7 26] ; [ 6 20],[ 7.27118644 25.72881356] ; [ 5.72881356 20.27118644],0
b4,1,0.929818,0.007757,[20 14] ; [15 11],[19.83333333 14.16666667] ; [15.16666667 10.83333333],0
v3,1,0.945443,0.004683,[11 20] ; [ 9 17],[10.87719298 20.12280702] ; [ 9.12280702 16.87719298],0
s7,1,0.984008,0.000402,[13 18] ; [10 14],[12.96363636 18.03636364] ; [10.03636364 13.96363636],0
a3,1,0.985749,0.000319,[21 13] ; [16 10],[20.96666667 13.03333333] ; [16.03333333  9.96666667],0
a7,1,0.985749,0.000319,[21 13] ; [16 10],[20.96666667 13.03333333] ; [16.03333333  9.96666667],0
b1,1,1.0,0.0,[17 17] ; [13 13],[17. 17.] ; [13. 13.],0
