Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,29.68476,[75 22] ; [ 4 19],[63.85833333 33.14166667] ; [15.14166667  7.85833333],1
s5,1,0.434308,0.611276,[21 76] ; [ 7 17],[22.44628099 74.55371901] ; [ 5.55371901 18.44628099],0
a7,1,0.453378,0.562193,[69 29] ; [15  9],[67.47540984 30.52459016] ; [16.52459016  7.47540984],0
a3,1,0.457989,0.550806,[74 23] ; [20  4],[75.3553719 21.6446281] ; [18.6446281  5.3553719],0
u1,1,0.463802,0.536703,[18 80] ; [ 6 18],[19.27868852 78.72131148] ; [ 4.72131148 19.27868852],0
u3,1,0.519536,0.414815,[16  8] ; [2 2],[15.42857143  8.57142857] ; [2.57142857 1.42857143],0
a6,1,0.52638,0.401376,[67 31] ; [18  6],[68.27868852 29.72131148] ; [16.72131148  7.27868852],0
d5,1,0.535271,0.384376,[76 22] ; [20  4],[77.1147541 20.8852459] ; [18.8852459  5.1147541],0
s8,1,0.612607,0.256396,[51 46] ; [14 10],[52.10743802 44.89256198] ; [12.89256198 11.10743802],0
s6,1,0.655004,0.199649,[62 36] ; [14 10],[61.04918033 36.95081967] ; [14.95081967  9.04918033],0
n3,1,0.693012,0.155844,[16 11] ; [6 3],[16.5 10.5] ; [5.5 3.5],0
v2,1,0.714393,0.133929,[52 44] ; [12 12],[51.2 44.8] ; [12.8 11.2],0
v3,1,0.723886,0.1248,[42 54] ; [11 12],[42.75630252 53.24369748] ; [10.24369748 12.75630252],0
s4,1,0.860519,0.030875,[11 87] ; [ 3 21],[11.24590164 86.75409836] ; [ 2.75409836 21.24590164],0
p12,1,0.862422,0.03003,[ 7 89] ; [ 2 22],[ 7.2 88.8] ; [ 1.8 22.2],0
n6,1,0.869144,0.027141,[83 15] ; [20  4],[82.73770492 15.26229508] ; [20.26229508  3.73770492],0
b2,1,0.892193,0.018368,[32 41] ; [ 8 11],[31.73913043 41.26086957] ; [ 8.26086957 10.73913043],0
b3,1,0.892193,0.018368,[32 41] ; [ 8 11],[31.73913043 41.26086957] ; [ 8.26086957 10.73913043],0
r2,1,0.919525,0.010207,[87  9] ; [21  2],[87.12605042  8.87394958] ; [20.87394958  2.12605042],0
a5,1,0.958511,0.002706,[74 24] ; [18  6],[73.90163934 24.09836066] ; [18.09836066  5.90163934],0
d3,1,0.96735,0.001675,[69 29] ; [17  7],[69.08196721 28.91803279] ; [16.91803279  7.08196721],0
p1,1,0.978283,0.000741,[ 8 90] ; [ 2 22],[ 8.03278689 89.96721311] ; [ 1.96721311 22.03278689],0
