Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000497,12.127691,[15 78] ; [16 19],[22.5234375 70.4765625] ; [ 8.4765625 26.5234375],1
v2,1,0.265214,1.241334,[30 60] ; [15 19],[32.66129032 57.33870968] ; [12.33870968 21.66129032],0
s8,1,0.376847,0.780962,[15 78] ; [ 8 27],[16.7109375 76.2890625] ; [ 6.2890625 28.7109375],0
p5,1,0.46353,0.537358,[ 1 93] ; [ 1 34],[ 1.45736434 92.54263566] ; [ 0.54263566 34.45736434],0
d4,1,0.47004,0.521883,[64 28] ; [22 13],[62.2992126 29.7007874] ; [23.7007874 11.2992126],0
p7,1,0.507648,0.438912,[26 66] ; [12 23],[27.52755906 64.47244094] ; [10.47244094 24.52755906],0
a5,1,0.538618,0.378107,[48 46] ; [20 15],[49.5503876 44.4496124] ; [18.4496124 16.5503876],0
n5,1,0.572611,0.318334,[53 40] ; [18 17],[51.5859375 41.4140625] ; [19.4140625 15.5859375],0
r2,1,0.576961,0.311174,[75 17] ; [30  5],[76.06299213 15.93700787] ; [28.93700787  6.06299213],0
a1,1,0.597434,0.278883,[ 8 86] ; [ 2 33],[ 7.28682171 86.71317829] ; [ 2.71317829 32.28682171],0
n4,1,0.601995,0.271998,[63 30] ; [22 13],[61.7578125 31.2421875] ; [23.2421875 11.7578125],0
s1,1,0.602415,0.271369,[ 8 84] ; [ 4 30],[ 8.76190476 83.23809524] ; [ 3.23809524 30.76190476],0
b5,1,0.640507,0.218079,[50 44] ; [17 18],[48.82170543 45.17829457] ; [18.17829457 16.82170543],0
s4,1,0.653558,0.201444,[13 80] ; [ 6 29],[13.8046875 79.1953125] ; [ 5.1953125 29.8046875],0
v1,1,0.657339,0.196772,[31 63] ; [13 22],[32.0620155 61.9379845] ; [11.9379845 23.0620155],0
p1,1,0.675871,0.174811,[ 6 87] ; [ 3 32],[ 6.5390625 86.4609375] ; [ 2.4609375 32.5390625],0
a6,1,0.688746,0.160447,[50 44] ; [20 15],[51.00775194 42.99224806] ; [18.99224806 16.00775194],0
p10,1,0.748622,0.102692,[17 77] ; [ 7 27],[17.625 76.375] ; [ 6.375 27.625],0
b3,1,0.751476,0.100295,[21 38] ; [ 8 17],[20.36904762 38.63095238] ; [ 8.63095238 16.36904762],0
b2,1,0.751476,0.100295,[21 38] ; [ 8 17],[20.36904762 38.63095238] ; [ 8.63095238 16.36904762],0
b4,1,0.773498,0.082831,[59 35] ; [21 14],[58.29457364 35.70542636] ; [21.70542636 13.29457364],0
b1,1,0.77472,0.081914,[51 43] ; [18 17],[50.27906977 43.72093023] ; [18.72093023 16.27906977],0
a4,1,0.825678,0.048509,[39 54] ; [15 19],[39.54330709 53.45669291] ; [14.45669291 19.54330709],0
s7,1,0.86655,0.028238,[21 63] ; [ 8 26],[20.6440678 63.3559322] ; [ 8.3559322 25.6440678],0
r1,1,0.884921,0.020948,[65 28] ; [24 11],[64.6640625 28.3359375] ; [24.3359375 10.6640625],0
a8,1,0.912138,0.012175,[ 6 82] ; [ 2 30],[ 5.86666667 82.13333333] ; [ 2.13333333 29.86666667],0
d2,1,0.917591,0.010706,[43 49] ; [16 19],[42.74015748 49.25984252] ; [16.25984252 18.74015748],0
p6,1,0.934353,0.006785,[11 81] ; [ 4 31],[10.86614173 81.13385827] ; [ 4.13385827 30.86614173],0
v3,1,0.971926,0.001239,[26 64] ; [10 25],[25.92 64.08] ; [10.08 24.92],0
