Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.003241,8.666705,[17 14] ; [95 23],[23.30201342  7.69798658] ; [88.69798658 29.30201342],0
s7,1,0.5437,0.368725,[12 17] ; [52 57],[13.44927536 15.55072464] ; [50.55072464 58.44927536],0
r4,1,0.564177,0.332523,[28  3] ; [102  16],[27.04697987  3.95302013] ; [102.95302013  15.04697987],0
a8,1,0.578866,0.308071,[ 2 26] ; [11 92],[ 2.77862595 25.22137405] ; [10.22137405 92.77862595],0
b1,1,0.598727,0.276921,[11 20] ; [48 70],[12.27516779 18.72483221] ; [46.72483221 71.27516779],0
s3,1,0.645105,0.212128,[15 16] ; [61 54],[16.1369863 14.8630137] ; [59.8630137 55.1369863],0
a3,1,0.681611,0.168318,[19 12] ; [77 41],[19.97315436 11.02684564] ; [76.02684564 41.97315436],0
n1,1,0.703004,0.145366,[4 6] ; [15 17],[4.52380952 5.47619048] ; [14.47619048 17.52380952],0
n6,1,0.714426,0.133896,[26  5] ; [102  16],[26.63087248  4.36912752] ; [101.36912752  16.63087248],0
n2,1,0.750492,0.101118,[7 3] ; [20 11],[6.58536585 3.41463415] ; [20.41463415 10.58536585],0
a4,1,0.755129,0.097271,[14 17] ; [57 61],[14.77181208 16.22818792] ; [56.22818792 61.77181208],0
s6,1,0.795743,0.067009,[22  8] ; [83 34],[21.42857143  8.57142857] ; [83.57142857 33.42857143],0
s2,1,0.820083,0.051728,[16 14] ; [64 51],[16.55172414 13.44827586] ; [63.44827586 51.55172414],0
u3,1,0.836312,0.042689,[8 4] ; [26 15],[7.69811321 4.30188679] ; [26.30188679 14.69811321],0
s8,1,0.837352,0.042141,[14 17] ; [50 66],[13.49659864 17.50340136] ; [50.50340136 65.49659864],0
p6,1,0.856493,0.032703,[ 7 24] ; [28 88],[ 7.38095238 23.61904762] ; [27.61904762 88.38095238],0
s5,1,0.860197,0.031019,[ 8 19] ; [31 80],[ 7.63043478 19.36956522] ; [31.36956522 79.63043478],0
d2,1,0.868706,0.027325,[18 13] ; [66 51],[17.59459459 13.40540541] ; [66.40540541 50.59459459],0
v2,1,0.887113,0.020152,[16 14] ; [63 52],[16.34482759 13.65517241] ; [62.65517241 52.34482759],0
v4,1,0.913973,0.01167,[29  2] ; [111   7],[29.12751678  1.87248322] ; [110.87248322   7.12751678],0
b5,1,0.921437,0.009727,[20 11] ; [75 43],[19.76510067 11.23489933] ; [75.23489933 42.76510067],0
a6,1,0.921437,0.009727,[20 11] ; [75 43],[19.76510067 11.23489933] ; [75.23489933 42.76510067],0
p12,1,0.935418,0.006566,[ 3 28] ; [ 12 106],[ 3.12080537 27.87919463] ; [ 11.87919463 106.12080537],0
n3,1,0.940506,0.00557,[7 3] ; [22 10],[6.9047619 3.0952381] ; [22.0952381  9.9047619],0
a5,1,0.958223,0.002744,[23  8] ; [87 31],[22.88590604  8.11409396] ; [87.11409396 30.88590604],0
p3,1,0.995586,3.1e-05,[18 13] ; [68 49],[18.01351351 12.98648649] ; [67.98648649 49.01351351],0
