Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.003241,8.666705,[95 23] ; [17 14],[88.69798658 29.30201342] ; [23.30201342  7.69798658],0
d1,1,0.405494,0.691975,[78 40] ; [18 13],[76.02684564 41.97315436] ; [19.97315436 11.02684564],0
r3,1,0.459819,0.546335,[110   8] ; [30  1],[110.87248322   7.12751678] ; [29.12751678  1.87248322],0
s1,1,0.466212,0.530939,[  7 110] ; [ 3 28],[  7.90540541 109.09459459] ; [ 2.09459459 28.90540541],0
d4,1,0.468822,0.524751,[98 20] ; [24  7],[96.61744966 21.38255034] ; [25.38255034  5.61744966],0
a2,1,0.509459,0.435178,[24 94] ; [ 8 23],[25.34228188 92.65771812] ; [ 6.65771812 24.34228188],0
u2,1,0.513414,0.427103,[23 18] ; [8 4],[23.98113208 17.01886792] ; [7.01886792 4.98113208],0
r1,1,0.52688,0.400406,[88 29] ; [25  6],[89.33108108 27.66891892] ; [23.66891892  7.33108108],0
s7,1,0.5437,0.368725,[52 57] ; [12 17],[50.55072464 58.44927536] ; [13.44927536 15.55072464],0
r4,1,0.564177,0.332523,[102  16] ; [28  3],[102.95302013  15.04697987] ; [27.04697987  3.95302013],0
a8,1,0.578866,0.308071,[11 92] ; [ 2 26],[10.22137405 92.77862595] ; [ 2.77862595 25.22137405],0
b1,1,0.598727,0.276921,[48 70] ; [11 20],[46.72483221 71.27516779] ; [12.27516779 18.72483221],0
s3,1,0.645105,0.212128,[61 54] ; [15 16],[59.8630137 55.1369863] ; [16.1369863 14.8630137],0
a3,1,0.681611,0.168318,[77 41] ; [19 12],[76.02684564 41.97315436] ; [19.97315436 11.02684564],0
n1,1,0.703004,0.145366,[15 17] ; [4 6],[14.47619048 17.52380952] ; [4.52380952 5.47619048],0
n6,1,0.714426,0.133896,[102  16] ; [26  5],[101.36912752  16.63087248] ; [26.63087248  4.36912752],0
n2,1,0.750492,0.101118,[20 11] ; [7 3],[20.41463415 10.58536585] ; [6.58536585 3.41463415],0
a4,1,0.755129,0.097271,[57 61] ; [14 17],[56.22818792 61.77181208] ; [14.77181208 16.22818792],0
s6,1,0.795743,0.067009,[83 34] ; [22  8],[83.57142857 33.42857143] ; [21.42857143  8.57142857],0
s2,1,0.820083,0.051728,[64 51] ; [16 14],[63.44827586 51.55172414] ; [16.55172414 13.44827586],0
u3,1,0.836312,0.042689,[26 15] ; [8 4],[26.30188679 14.69811321] ; [7.69811321 4.30188679],0
s8,1,0.837352,0.042141,[50 66] ; [14 17],[50.50340136 65.49659864] ; [13.49659864 17.50340136],0
p6,1,0.856493,0.032703,[28 88] ; [ 7 24],[27.61904762 88.38095238] ; [ 7.38095238 23.61904762],0
s5,1,0.860197,0.031019,[31 80] ; [ 8 19],[31.36956522 79.63043478] ; [ 7.63043478 19.36956522],0
d2,1,0.868706,0.027325,[66 51] ; [18 13],[66.40540541 50.59459459] ; [17.59459459 13.40540541],0
v2,1,0.887113,0.020152,[63 52] ; [16 14],[62.65517241 52.34482759] ; [16.34482759 13.65517241],0
v4,1,0.913973,0.01167,[111   7] ; [29  2],[110.87248322   7.12751678] ; [29.12751678  1.87248322],0
b5,1,0.921437,0.009727,[75 43] ; [20 11],[75.23489933 42.76510067] ; [19.76510067 11.23489933],0
a6,1,0.921437,0.009727,[75 43] ; [20 11],[75.23489933 42.76510067] ; [19.76510067 11.23489933],0
p12,1,0.935418,0.006566,[ 12 106] ; [ 3 28],[ 11.87919463 106.12080537] ; [ 3.12080537 27.87919463],0
n3,1,0.940506,0.00557,[22 10] ; [7 3],[22.0952381  9.9047619] ; [6.9047619 3.0952381],0
a5,1,0.958223,0.002744,[87 31] ; [23  8],[87.11409396 30.88590604] ; [22.88590604  8.11409396],0
p3,1,0.995586,3.1e-05,[68 49] ; [18 13],[67.98648649 49.01351351] ; [18.01351351 12.98648649],0
