Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,2e-06,22.873204,[36 30] ; [62  6],[48.26865672 17.73134328] ; [49.73134328 18.26865672],1
v2,1,0.165574,1.922569,[19 49] ; [27 42],[22.83211679 45.16788321] ; [23.16788321 45.83211679],0
d3,1,0.172788,1.858586,[29 40] ; [37 32],[33. 36.] ; [33. 36.],0
s4,1,0.206667,1.594624,[11 59] ; [ 6 63],[ 8.56115108 61.43884892] ; [ 8.43884892 60.56115108],0
d4,1,0.247739,1.336008,[40 30] ; [46 23],[43.30935252 26.69064748] ; [42.69064748 26.30935252],0
d1,1,0.257651,1.281334,[21 49] ; [27 42],[24.17266187 45.82733813] ; [23.82733813 45.17266187],0
a4,1,0.27309,1.201161,[19 50] ; [25 44],[22. 47.] ; [22. 47.],0
a3,1,0.302865,1.061538,[36 33] ; [42 27],[39. 30.] ; [39. 30.],0
a8,1,0.331799,0.941864,[ 4 63] ; [ 7 59],[ 5.54135338 61.45864662] ; [ 5.45864662 60.54135338],0
s5,1,0.337166,0.921178,[ 5 64] ; [ 8 58],[ 6.64444444 62.35555556] ; [ 6.35555556 59.64444444],0
b4,1,0.343272,0.898173,[36 34] ; [41 28],[38.77697842 31.22302158] ; [38.22302158 30.77697842],0
u1,1,0.41409,0.667026,[ 4 66] ; [ 2 67],[ 3.02158273 66.97841727] ; [ 2.97841727 66.02158273],0
u3,1,0.436903,0.604402,[ 8 25] ; [ 9 18],[ 9.35 23.65] ; [ 7.65 19.35],0
n1,1,0.443569,0.587031,[11 21] ; [ 9 11],[12.30769231 19.69230769] ; [ 7.69230769 12.30769231],0
s7,1,0.488615,0.479574,[12 54] ; [15 50],[13.60305344 52.39694656] ; [13.39694656 51.60305344],0
n4,1,0.519971,0.413951,[43 27] ; [46 23],[44.82014388 25.17985612] ; [44.17985612 24.82014388],0
d2,1,0.532538,0.389547,[30 39] ; [26 42],[28.20437956 40.79562044] ; [27.79562044 40.20437956],0
p5,1,0.545699,0.365079,[ 5 64] ; [ 7 62],[ 6. 63.] ; [ 6. 63.],0
n5,1,0.585912,0.296774,[45 24] ; [48 21],[46.5 22.5] ; [46.5 22.5],0
p12,1,0.66067,0.192711,[ 2 66] ; [ 3 66],[ 2.48175182 65.51824818] ; [ 2.51824818 66.48175182],0
u2,1,0.693012,0.155844,[13 20] ; [12 15],[13.75 19.25] ; [11.25 15.75],0
v1,1,0.797492,0.065841,[20 47] ; [22 47],[20.69117647 46.30882353] ; [21.30882353 47.69117647],0
a5,1,0.802978,0.062248,[32 38] ; [33 36],[32.73381295 37.26618705] ; [32.26618705 36.73381295],0
p1,1,0.807327,0.059476,[ 8 62] ; [ 7 62],[ 7.55395683 62.44604317] ; [ 7.44604317 61.55395683],0
b2,1,0.847507,0.03698,[17 24] ; [17 22],[17.425 23.575] ; [16.575 22.425],0
b3,1,0.847507,0.03698,[17 24] ; [17 22],[17.425 23.575] ; [16.575 22.425],0
a2,1,0.977354,0.000806,[ 7 63] ; [ 7 62],[ 7.05035971 62.94964029] ; [ 6.94964029 62.05035971],0
