Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.6e-05,17.669224,[30 12] ; [ 6 23],[21.29577465 20.70422535] ; [14.70422535 14.29577465],1
b1,1,0.655035,0.19961,[26 17] ; [16 13],[25.08333333 17.91666667] ; [16.91666667 12.08333333],0
a3,1,0.664273,0.188375,[20 23] ; [15 14],[20.90277778 22.09722222] ; [14.09722222 14.90277778],0
a1,1,0.683311,0.166423,[ 2 41] ; [ 2 27],[ 2.38888889 40.61111111] ; [ 1.61111111 27.38888889],0
s1,1,0.695633,0.153055,[ 4 38] ; [ 2 27],[ 3.54929577 38.45070423] ; [ 2.45070423 26.54929577],0
r4,1,0.698095,0.150462,[34  9] ; [24  5],[34.63888889  8.36111111] ; [23.36111111  5.63888889],0
n4,1,0.721852,0.126725,[27 16] ; [17 12],[26.27777778 16.72222222] ; [17.72222222 11.27777778],0
b5,1,0.732654,0.116688,[24 19] ; [15 14],[23.29166667 19.70833333] ; [15.70833333 13.29166667],0
n5,1,0.732654,0.116688,[24 19] ; [15 14],[23.29166667 19.70833333] ; [15.70833333 13.29166667],0
n3,1,0.75235,0.099567,[8 3] ; [8 4],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
s6,1,0.780763,0.077465,[26 17] ; [16 12],[25.43661972 17.56338028] ; [16.56338028 11.43661972],0
v1,1,0.813249,0.055808,[16 27] ; [10 19],[15.52777778 27.47222222] ; [10.47222222 18.52777778],0
v3,1,0.865081,0.028869,[14 29] ; [10 19],[14.33333333 28.66666667] ; [ 9.66666667 19.33333333],0
p3,1,0.923698,0.009173,[21 22] ; [14 14],[21.1971831 21.8028169] ; [13.8028169 14.1971831],0
s2,1,0.926243,0.00857,[18 25] ; [11 16],[17.81428571 25.18571429] ; [11.18571429 15.81428571],0
n6,1,0.927718,0.008229,[30 12] ; [21  8],[30.16901408 11.83098592] ; [20.83098592  8.16901408],0
d3,1,0.942244,0.005249,[30 13] ; [20  9],[29.86111111 13.13888889] ; [20.13888889  8.86111111],0
