Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.001159,10.555354,[15 10] ; [76 10],[20.4954955  4.5045045] ; [70.5045045 15.4954955],0
b3,1,0.689648,0.159467,[6 8] ; [20 34],[5.35294118 8.64705882] ; [20.64705882 33.35294118],0
b2,1,0.689648,0.159467,[6 8] ; [20 34],[5.35294118 8.64705882] ; [20.64705882 33.35294118],0
s1,1,0.702984,0.145386,[ 2 23] ; [ 5 80],[ 1.59090909 23.40909091] ; [ 5.40909091 79.59090909],0
n1,1,0.741854,0.108503,[4 3] ; [11 11],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
b5,1,0.767972,0.087042,[14 11] ; [51 35],[14.63963964 10.36036036] ; [50.36036036 35.63963964],0
s5,1,0.777162,0.0801,[ 8 15] ; [25 54],[ 7.44117647 15.55882353] ; [25.55882353 53.44117647],0
b1,1,0.824464,0.049198,[11 14] ; [40 46],[11.48648649 13.51351351] ; [39.51351351 46.48648649],0
s4,1,0.831623,0.045207,[ 4 21] ; [12 72],[ 3.66972477 21.33027523] ; [12.33027523 71.66972477],0
v3,1,0.837446,0.042091,[ 8 15] ; [26 54],[ 7.59223301 15.40776699] ; [26.40776699 53.59223301],0
d4,1,0.875406,0.024585,[20  5] ; [70 16],[20.27027027  4.72972973] ; [69.72972973 16.27027027],0
v1,1,0.878325,0.023438,[13 12] ; [43 37],[13.33333333 11.66666667] ; [42.66666667 37.33333333],0
a1,1,0.903839,0.014596,[ 1 24] ; [ 3 83],[ 0.9009009 24.0990991] ; [ 3.0990991 82.9009009],0
s8,1,0.933965,0.006865,[12 13] ; [40 45],[11.81818182 13.18181818] ; [40.18181818 44.81818182],0
