Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.832635,[ 89 132] ; [51 18],[106.68965517 114.31034483] ; [33.31034483 35.68965517],1
n3,1,0.168974,1.892021,[55 22] ; [10  1],[56.875 20.125] ; [8.125 2.875],0
n4,1,0.170645,1.877272,[151  81] ; [51 18],[155.69435216  76.30564784] ; [46.30564784 22.69435216],0
v2,1,0.188307,1.730815,[110 105] ; [41 27],[114.71731449 100.28268551] ; [36.28268551 31.71731449],0
d2,1,0.223597,1.481134,[ 85 146] ; [31 38],[ 89.32 141.68] ; [26.68 42.32],0
r3,1,0.229948,1.441185,[219  11] ; [64  6],[216.96666667  13.03333333] ; [66.03333333  3.96666667],0
a2,1,0.250586,1.320031,[ 39 193] ; [16 54],[ 42.25165563 189.74834437] ; [12.74834437 57.25165563],0
a4,1,0.259376,1.272082,[ 85 146] ; [31 39],[ 89.02325581 141.97674419] ; [26.97674419 43.02325581],0
d5,1,0.269873,1.217391,[169  61] ; [56 14],[172.5  57.5] ; [52.5 17.5],0
s3,1,0.308301,1.03794,[121 107] ; [42 28],[124.7114094 103.2885906] ; [38.2885906 31.7114094],0
b3,1,0.323214,0.975895,[41 77] ; [21 28],[43.80838323 74.19161677] ; [18.19161677 30.80838323],0
b2,1,0.323214,0.975895,[41 77] ; [21 28],[43.80838323 74.19161677] ; [18.19161677 30.80838323],0
b4,1,0.35797,0.845002,[137  95] ; [37 33],[133.66887417  98.33112583] ; [40.33112583 29.66887417],0
a7,1,0.360284,0.836904,[165  66] ; [46 24],[161.93023256  69.06976744] ; [49.06976744 20.93023256],0
s1,1,0.373719,0.79126,[  8 220] ; [ 1 69],[  6.88590604 221.11409396] ; [ 2.11409396 67.88590604],0
r4,1,0.442748,0.58915,[197  35] ; [62  8],[198.96688742  33.03311258] ; [60.03311258  9.96688742],0
p11,1,0.44827,0.575021,[179  53] ; [57 13],[181.29801325  50.70198675] ; [54.70198675 15.29801325],0
p10,1,0.45932,0.547551,[196  35] ; [61  8],[197.89  33.11] ; [59.11  9.89],0
a1,1,0.507338,0.439554,[  9 223] ; [ 4 66],[  9.98675497 222.01324503] ; [ 3.01324503 66.98675497],0
s6,1,0.617151,0.249893,[135  94] ; [43 26],[136.7852349  92.2147651] ; [41.2147651 27.7852349],0
s4,1,0.624733,0.239271,[ 42 188] ; [11 59],[ 40.63333333 189.36666667] ; [12.36666667 57.63333333],0
a6,1,0.625338,0.238436,[150  81] ; [47 22],[151.69  79.31] ; [45.31 23.69],0
b5,1,0.670101,0.181484,[149  83] ; [43 27],[147.49668874  84.50331126] ; [44.50331126 25.49668874],0
p12,1,0.678007,0.172378,[ 13 218] ; [ 3 66],[ 12.32 218.68] ; [ 3.68 65.32],0
p2,1,0.679548,0.170635,[176  55] ; [55 15],[177.27906977  53.72093023] ; [53.72093023 16.27906977],0
n6,1,0.692511,0.156381,[185  45] ; [54 15],[183.84615385  46.15384615] ; [55.15384615 13.84615385],0
u2,1,0.693135,0.155712,[42 46] ; [5 7],[41.36 46.64] ; [5.64 6.36],0
v4,1,0.709166,0.139112,[213  16] ; [66  4],[213.68227425  15.31772575] ; [65.31772575  4.68227425],0
r1,1,0.71107,0.137211,[170  62] ; [49 20],[168.79734219  63.20265781] ; [50.20265781 18.79734219],0
d1,1,0.751808,0.100018,[111 121] ; [35 35],[112.1589404 119.8410596] ; [33.8410596 36.1589404],0
a8,1,0.882709,0.021767,[ 31 184] ; [10 56],[ 31.37010676 183.62989324] ; [ 9.62989324 56.37010676],0
d4,1,0.890798,0.01885,[180  51] ; [54 16],[179.58139535  51.41860465] ; [54.41860465 15.58139535],0
n5,1,0.928845,0.007974,[152  78] ; [46 23],[152.30769231  77.69230769] ; [45.69230769 23.30769231],0
s2,1,0.941631,0.005361,[103 127] ; [31 39],[102.73333333 127.26666667] ; [31.26666667 38.73333333],0
n1,1,0.956778,0.002937,[27 49] ; [4 7],[27.08045977 48.91954023] ; [3.91954023 7.08045977],0
p5,1,0.982171,0.000499,[ 10 220] ; [ 3 67],[  9.96666667 220.03333333] ; [ 3.03333333 66.96666667],0
