Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,32.804492,[15 92] ; [23 14],[28.23611111 78.76388889] ; [ 9.76388889 27.23611111],1
d3,1,0.698845,0.149676,[56 51] ; [18 19],[54.98611111 52.01388889] ; [19.01388889 17.98611111],0
b1,1,0.736581,0.113155,[52 56] ; [19 18],[52.88275862 55.11724138] ; [18.11724138 18.88275862],0
p12,1,0.753677,0.098467,[  2 106] ; [ 1 36],[  2.23448276 105.76551724] ; [ 0.76551724 36.23448276],0
a6,1,0.754764,0.097572,[61 46] ; [20 17],[60.1875 46.8125] ; [20.8125 16.1875],0
d4,1,0.816968,0.053567,[73 34] ; [26 11],[73.5625 33.4375] ; [25.4375 11.5625],0
b5,1,0.827263,0.047617,[62 46] ; [22 15],[62.56551724 45.43448276] ; [21.43448276 15.56551724],0
a1,1,0.832474,0.044745,[10 98] ; [ 3 34],[ 9.68275862 98.31724138] ; [ 3.31724138 33.68275862],0
s1,1,0.854965,0.033411,[10 97] ; [ 3 33],[ 9.72727273 97.27272727] ; [ 3.27272727 32.72727273],0
a3,1,0.856816,0.032554,[67 39] ; [24 13],[67.45454545 38.54545455] ; [23.54545455 13.45454545],0
d1,1,0.893198,0.018025,[51 57] ; [17 20],[50.64827586 57.35172414] ; [17.35172414 19.64827586],0
v3,1,0.91409,0.011638,[33 69] ; [12 24],[33.26086957 68.73913043] ; [11.73913043 24.26086957],0
b2,1,0.925762,0.008682,[27 43] ; [ 9 15],[26.80851064 43.19148936] ; [ 9.19148936 14.80851064],0
b3,1,0.925762,0.008682,[27 43] ; [ 9 15],[26.80851064 43.19148936] ; [ 9.19148936 14.80851064],0
s4,1,0.946241,0.004547,[12 95] ; [ 4 33],[11.88888889 95.11111111] ; [ 4.11111111 32.88888889],0
