Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,4.8e-05,16.523059,[59  5] ; [39 24],[49.38582677 14.61417323] ; [48.61417323 14.38582677],1
n6,1,0.065787,3.385125,[46 20] ; [34 29],[40.93023256 25.06976744] ; [39.06976744 23.93023256],0
n4,1,0.065787,3.385125,[46 20] ; [34 29],[40.93023256 25.06976744] ; [39.06976744 23.93023256],0
n3,1,0.074914,3.171916,[18  9] ; [11 15],[14.77358491 12.22641509] ; [14.22641509 11.77358491],0
v1,1,0.107865,2.585227,[24 42] ; [15 49],[19.8 46.2] ; [19.2 44.8],0
n2,1,0.112176,2.523297,[17  8] ; [14 16],[14.09090909 10.90909091] ; [16.90909091 13.09090909],0
a7,1,0.112702,2.515923,[43 22] ; [33 30],[38.59375 26.40625] ; [37.40625 25.59375],0
b1,1,0.15868,1.986759,[30 36] ; [37 27],[34.01538462 31.98461538] ; [32.98461538 31.01538462],0
s6,1,0.159277,1.981078,[30 36] ; [21 42],[26.09302326 39.90697674] ; [24.90697674 38.09302326],0
r2,1,0.163665,1.940029,[58  8] ; [48 13],[55.08661417 10.91338583] ; [50.91338583 10.08661417],0
s5,1,0.185063,1.756486,[14 51] ; [ 8 55],[11.171875 53.828125] ; [10.828125 52.171875],0
s7,1,0.187974,1.733426,[20 42] ; [13 47],[16.7704918 45.2295082] ; [16.2295082 43.7704918],0
u1,1,0.217646,1.519825,[11 55] ; [ 6 58],[ 8.63076923 57.36923077] ; [ 8.36923077 55.63076923],0
b3,1,0.270635,1.213526,[ 9 29] ; [15 28],[11.25925926 26.74074074] ; [12.74074074 30.25925926],0
b2,1,0.270635,1.213526,[ 9 29] ; [15 28],[11.25925926 26.74074074] ; [12.74074074 30.25925926],0
b5,1,0.296589,1.08947,[38 28] ; [31 33],[35.03076923 30.96923077] ; [33.96923077 30.03076923],0
d5,1,0.3835,0.759454,[47 19] ; [41 23],[44.67692308 21.32307692] ; [43.32307692 20.67692308],0
a4,1,0.384651,0.755785,[21 44] ; [25 38],[23.359375 41.640625] ; [22.640625 40.359375],0
s4,1,0.409709,0.679646,[ 9 55] ; [ 6 58],[ 7.5 56.5] ; [ 7.5 56.5],0
v3,1,0.411902,0.673303,[15 50] ; [18 43],[17.02380952 47.97619048] ; [15.97619048 45.02380952],0
v2,1,0.433193,0.614248,[26 38] ; [21 41],[23.87301587 40.12698413] ; [23.12698413 38.87301587],0
n5,1,0.44605,0.580669,[40 26] ; [34 29],[37.86046512 28.13953488] ; [36.13953488 26.86046512],0
b4,1,0.496567,0.462266,[42 24] ; [37 27],[40.10769231 25.89230769] ; [38.89230769 25.10769231],0
a8,1,0.503156,0.448273,[ 7 52] ; [ 5 56],[ 5.9 53.1] ; [ 6.1 54.9],0
u2,1,0.507142,0.439959,[16 11] ; [12 12],[14.82352941 12.17647059] ; [13.17647059 10.82352941],0
d4,1,0.569834,0.32296,[42 22] ; [45 19],[43.5 20.5] ; [43.5 20.5],0
n1,1,0.580858,0.30485,[ 8 17] ; [11 17],[ 8.96226415 16.03773585] ; [10.03773585 17.96226415],0
d1,1,0.583432,0.30072,[31 35] ; [27 37],[29.44615385 36.55384615] ; [28.55384615 35.44615385],0
d2,1,0.595838,0.281319,[31 34] ; [33 30],[32.5 32.5] ; [31.5 31.5],0
a5,1,0.736791,0.112967,[37 29] ; [34 30],[36.04615385 29.95384615] ; [34.95384615 29.04615385],0
a3,1,0.743862,0.106761,[39 27] ; [39 24],[39.90697674 26.09302326] ; [38.09302326 24.90697674],0
u3,1,0.781354,0.077037,[13 14] ; [13 12],[13.5 13.5] ; [12.5 12.5],0
a2,1,0.93689,0.006269,[11 55] ; [11 53],[11.16923077 54.83076923] ; [10.83076923 53.16923077],0
p5,1,0.97355,0.001099,[ 1 65] ; [ 1 62],[ 1.02325581 64.97674419] ; [ 0.97674419 62.02325581],0
p1,1,0.981938,0.000513,[ 4 61] ; [ 4 60],[ 4.03100775 60.96899225] ; [ 3.96899225 60.03100775],0
p12,1,0.991184,0.000122,[ 1 64] ; [ 1 63],[ 1.00775194 63.99224806] ; [ 0.99224806 63.00775194],0
