Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,71.029656,[469 113] ; [122 115],[419.97802198 162.02197802] ; [171.02197802  65.97802198],1
p3,1,0.052917,3.746524,[255 335] ; [ 87 155],[242.52403846 347.47596154] ; [ 99.47596154 142.52403846],0
d1,1,0.054146,3.708195,[339 255] ; [122 123],[326.38140644 267.61859356] ; [134.61859356 110.38140644],0
d4,1,0.060996,3.510086,[477 114] ; [182  61],[466.98920863 124.01079137] ; [192.01079137  50.98920863],0
n2,1,0.06234,3.474009,[112  38] ; [63 36],[105.42168675  44.57831325] ; [69.57831325 29.42168675],0
d3,1,0.068779,3.311924,[415 177] ; [154  88],[403.89448441 188.10551559] ; [165.10551559  76.89448441],0
v3,1,0.082235,3.020158,[219 349] ; [ 75 159],[208.21945137 359.78054863] ; [ 85.78054863 148.21945137],0
d5,1,0.082509,3.014769,[474 119] ; [181  62],[464.61124402 128.38875598] ; [190.38875598  52.61124402],0
n1,1,0.083505,2.99532,[ 44 105] ; [39 58],[50.27235772 98.72764228] ; [32.72764228 64.27235772],0
p6,1,0.088018,2.910259,[189 392] ; [ 63 175],[178.76923077 402.23076923] ; [ 73.23076923 164.76923077],0
p5,1,0.120197,2.414758,[ 59 528] ; [ 16 225],[ 53.17028986 533.82971014] ; [ 21.82971014 219.17028986],0
u2,1,0.168359,1.897499,[103  93] ; [38 49],[97.65371025 98.34628975] ; [43.34628975 43.65371025],0
s7,1,0.187929,1.733778,[256 312] ; [ 89 134],[247.73704172 320.26295828] ; [ 97.26295828 125.73704172],0
s3,1,0.22162,1.493854,[307 272] ; [117 125],[299.02070646 279.97929354] ; [124.97929354 117.02070646],0
n3,1,0.235832,1.405338,[104  45] ; [60 36],[99.73877551 49.26122449] ; [64.26122449 31.73877551],0
d2,1,0.247218,1.338954,[263 327] ; [119 124],[270.56422569 319.43577431] ; [111.43577431 131.56422569],0
b2,1,0.254346,1.299273,[134 219] ; [41 86],[128.69791667 224.30208333] ; [46.30208333 80.69791667],0
b3,1,0.254346,1.299273,[134 219] ; [41 86],[128.69791667 224.30208333] ; [46.30208333 80.69791667],0
s4,1,0.283152,1.1519,[104 483] ; [ 51 193],[109.48856799 477.51143201] ; [ 45.51143201 198.48856799],0
b4,1,0.308278,1.03804,[350 244] ; [135 110],[343.37306317 250.62693683] ; [141.62693683 103.37306317],0
s5,1,0.332926,0.937483,[185 384] ; [ 67 164],[179.235 389.765] ; [ 72.765 158.235],0
a8,1,0.356576,0.849916,[ 68 465] ; [ 23 199],[ 64.24238411 468.75761589] ; [ 26.75761589 195.24238411],0
s2,1,0.389803,0.739556,[279 308] ; [108 136],[273.36823105 313.63176895] ; [113.63176895 130.36823105],0
a3,1,0.419317,0.652229,[396 193] ; [155  86],[391.01084337 197.98915663] ; [159.98915663  81.01084337],0
u1,1,0.53692,0.381278,[100 494] ; [ 37 208],[ 96.99404052 497.00595948] ; [ 40.00595948 204.99404052],0
a4,1,0.572191,0.319031,[238 353] ; [103 140],[241.64388489 349.35611511] ; [ 99.35611511 143.64388489],0
a2,1,0.666802,0.185366,[123 471] ; [ 54 191],[125.31346841 468.68653159] ; [ 51.68653159 193.31346841],0
b5,1,0.668999,0.182776,[364 230] ; [154  91],[366.73659118 227.26340882] ; [151.26340882  93.73659118],0
u3,1,0.736745,0.113008,[100  96] ; [43 45],[98.69014085 97.30985915] ; [44.30985915 43.69014085],0
p1,1,0.980539,0.000595,[ 51 538] ; [ 21 223],[ 50.90996399 538.09003601] ; [ 21.09003601 222.90996399],0
