Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.2e-05,16.770881,[107  14] ; [74 38],[93.99570815 27.00429185] ; [87.00429185 24.99570815],1
n3,1,0.286462,1.136176,[30 12] ; [26 17],[27.67058824 14.32941176] ; [28.32941176 14.67058824],0
a3,1,0.286796,1.1346,[84 37] ; [71 42],[80.14957265 40.85042735] ; [74.85042735 38.14957265],0
r1,1,0.292382,1.108619,[95 27] ; [82 32],[91.5 30.5] ; [85.5 28.5],0
v1,1,0.305949,1.048081,[59 63] ; [48 67],[55.08016878 66.91983122] ; [51.91983122 63.08016878],0
a6,1,0.334317,0.932103,[74 48] ; [78 39],[77.58995816 44.41004184] ; [74.41004184 42.58995816],0
d5,1,0.358669,0.842547,[97 24] ; [88 29],[94.05462185 26.94537815] ; [90.94537815 26.05462185],0
d4,1,0.422176,0.644251,[99 23] ; [90 27],[96.47698745 25.52301255] ; [92.52301255 24.47698745],0
n2,1,0.446398,0.579781,[32 10] ; [31 14],[30.4137931 11.5862069] ; [32.5862069 12.4137931],0
u2,1,0.455003,0.558158,[17 20] ; [17 28],[15.34146341 21.65853659] ; [18.65853659 26.34146341],0
a4,1,0.476909,0.505924,[55 67] ; [47 69],[52.28571429 69.71428571] ; [49.71428571 66.28571429],0
s3,1,0.485135,0.487298,[66 56] ; [57 58],[63.3164557 58.6835443] ; [59.6835443 55.3164557],0
b2,1,0.507735,0.438732,[17 39] ; [21 37],[18.66666667 37.33333333] ; [19.33333333 38.66666667],0
b3,1,0.507735,0.438732,[17 39] ; [21 37],[18.66666667 37.33333333] ; [19.33333333 38.66666667],0
r4,1,0.518892,0.416095,[99 23] ; [91 26],[96.9874477 25.0125523] ; [93.0125523 23.9874477],0
s1,1,0.533027,0.388618,[  7 114] ; [  9 106],[  8.20338983 112.79661017] ; [  7.79661017 107.20338983],0
a1,1,0.56282,0.334845,[  6 116] ; [  4 113],[  5.10460251 116.89539749] ; [  4.89539749 112.10460251],0
b4,1,0.579765,0.306615,[69 53] ; [62 55],[66.87029289 55.12970711] ; [64.12970711 52.87029289],0
s4,1,0.657002,0.197185,[29 93] ; [25 92],[27.56485356 94.43514644] ; [26.43514644 90.56485356],0
v3,1,0.6644,0.188222,[44 77] ; [37 73],[42.42857143 78.57142857] ; [38.57142857 71.42857143],0
d1,1,0.676885,0.173654,[70 52] ; [64 53],[68.40167364 53.59832636] ; [65.59832636 51.40167364],0
p1,1,0.67726,0.173226,[ 10 111] ; [  8 109],[  9.1512605 111.8487395] ; [  8.8487395 108.1512605],0
a8,1,0.696251,0.152401,[10 99] ; [11 91],[10.84834123 98.15165877] ; [10.15165877 91.84834123],0
r2,1,0.698459,0.15008,[113   7] ; [105   8],[112.27467811   7.72532189] ; [105.72532189   7.27467811],0
a5,1,0.710002,0.138275,[81 41] ; [75 42],[79.63179916 42.36820084] ; [76.36820084 40.63179916],0
b5,1,0.772113,0.083875,[76 46] ; [75 42],[77.07949791 44.92050209] ; [73.92050209 43.07949791],0
a7,1,0.805885,0.060387,[88 33] ; [86 30],[88.83544304 32.16455696] ; [85.16455696 30.83544304],0
v2,1,0.844108,0.038668,[60 58] ; [54 55],[59.25991189 58.74008811] ; [54.74008811 54.25991189],0
a2,1,0.857976,0.032024,[28 94] ; [28 89],[28.58577406 93.41422594] ; [27.41422594 89.58577406],0
r3,1,0.872655,0.025692,[104  17] ; [98 17],[103.56779661  17.43220339] ; [98.43220339 16.56779661],0
d3,1,0.873968,0.02516,[84 36] ; [83 34],[84.55696203 35.44303797] ; [82.44303797 34.55696203],0
u1,1,0.881263,0.022311,[ 21 101] ; [21 96],[ 21.43933054 100.56066946] ; [20.56066946 96.43933054],0
p5,1,0.925797,0.008674,[  9 112] ; [  9 107],[  9.18987342 111.81012658] ; [  8.81012658 107.18987342],0
p8,1,0.93577,0.006494,[45 77] ; [43 72],[45.29957806 76.70042194] ; [42.70042194 72.29957806],0
n1,1,0.940785,0.005518,[14 28] ; [15 29],[14.1627907 27.8372093] ; [14.8372093 29.1627907],0
