Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,100.993027,[618 104] ; [60 68],[575.90117647 146.09882353] ; [102.09882353  25.90117647],1
d3,1,0.017574,5.638152,[493 239] ; [73 56],[481.19860627 250.80139373] ; [84.80139373 44.19860627],0
n2,1,0.018282,5.568891,[115  35] ; [33 22],[108.29268293  41.70731707] ; [39.70731707 15.29268293],0
d1,1,0.022365,5.217172,[418 316] ; [61 71],[405.98845266 328.01154734] ; [73.01154734 58.98845266],0
s8,1,0.025106,5.016526,[317 410] ; [43 87],[305.39089848 421.60910152] ; [54.60910152 75.39089848],0
a7,1,0.025135,5.014573,[518 213] ; [80 51],[507.12064965 223.87935035] ; [90.87935035 40.12064965],0
p5,1,0.027949,4.831216,[ 87 638] ; [  7 122],[ 79.80093677 645.19906323] ; [ 14.19906323 114.80093677],0
p12,1,0.030756,4.666526,[ 62 661] ; [  4 126],[ 55.94138335 667.05861665] ; [ 10.05861665 119.94138335],0
d4,1,0.032202,4.587724,[593 137] ; [95 35],[584. 146.] ; [104.  26.],0
p6,1,0.041697,4.14748,[263 454] ; [35 93],[252.8591716 464.1408284] ; [45.1408284 82.8591716],0
v3,1,0.048042,3.908512,[278 432] ; [38 89],[268.0525687 441.9474313] ; [47.9474313 79.0525687],0
p3,1,0.049019,3.874709,[365 363] ; [53 77],[354.66666667 373.33333333] ; [63.33333333 66.66666667],0
d2,1,0.137922,2.20099,[336 394] ; [69 61],[343.77906977 386.22093023] ; [61.22093023 68.77906977],0
n1,1,0.165062,1.927228,[53 96] ; [25 29],[57.25123153 91.74876847] ; [20.74876847 33.25123153],0
n3,1,0.166511,1.914074,[112  38] ; [35 19],[108.08823529  41.91176471] ; [38.91176471 15.08823529],0
s6,1,0.181854,1.782403,[469 247] ; [76 52],[462.34597156 253.65402844] ; [82.65402844 45.34597156],0
s3,1,0.192394,1.699187,[394 322] ; [64 67],[387.16410862 328.83589138] ; [70.83589138 60.16410862],0
d5,1,0.208708,1.580367,[582 150] ; [97 33],[576.59860789 155.40139211] ; [102.40139211  27.59860789],0
u2,1,0.219002,1.510901,[128  89] ; [21 22],[124.35769231  92.64230769] ; [24.64230769 18.35769231],0
b3,1,0.248939,1.329251,[170 288] ; [22 51],[165.60451977 292.39548023] ; [26.39548023 46.60451977],0
b2,1,0.248939,1.329251,[170 288] ; [22 51],[165.60451977 292.39548023] ; [26.39548023 46.60451977],0
s4,1,0.263582,1.249843,[115 608] ; [ 26 105],[119.37119438 603.62880562] ; [ 21.62880562 109.37119438],0
a3,1,0.306359,1.046308,[515 217] ; [87 45],[510.02777778 221.97222222] ; [91.97222222 40.02777778],0
u1,1,0.314527,1.011568,[120 614] ; [ 17 115],[116.11778291 617.88221709] ; [ 20.88221709 111.11778291],0
a8,1,0.344367,0.894107,[ 92 579] ; [ 13 110],[ 88.73425693 582.26574307] ; [ 16.26574307 106.73425693],0
p1,1,0.459173,0.54791,[ 63 663] ; [ 14 117],[ 65.22987165 660.77012835] ; [ 11.77012835 119.22987165],0
b4,1,0.472759,0.515519,[436 298] ; [74 58],[432.26327945 301.73672055] ; [77.73672055 54.26327945],0
b5,1,0.549844,0.357597,[430 304] ; [81 51],[433.1108545 300.8891455] ; [77.8891455 54.1108545],0
s2,1,0.623396,0.241124,[354 370] ; [61 70],[351.41520468 372.58479532] ; [63.58479532 67.41520468],0
u3,1,0.702542,0.145841,[127  91] ; [27 17],[128.13740458  89.86259542] ; [25.86259542 18.13740458],0
s5,1,0.719526,0.128948,[236 471] ; [40 86],[234.25210084 472.74789916] ; [41.74789916 84.25210084],0
s7,1,0.775107,0.081625,[334 368] ; [54 63],[332.57142857 369.42857143] ; [55.42857143 61.57142857],0
a4,1,0.778794,0.078899,[314 417] ; [58 73],[315.46635731 415.53364269] ; [56.53364269 74.46635731],0
a2,1,0.836025,0.042841,[156 578] ; [ 27 105],[155.10623557 578.89376443] ; [ 27.89376443 104.10623557],0
