Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,117.873225,[618 104] ; [122 115],[557.12200209 164.87799791] ; [182.87799791  54.12200209],1
a1,1,0.088321,2.904712,[ 31 703] ; [ 17 228],[ 35.98774259 698.01225741] ; [ 12.01225741 232.98774259],0
d5,1,0.100053,2.704698,[582 150] ; [181  62],[572.83692308 159.16307692] ; [190.16307692  52.83692308],0
u3,1,0.134456,2.240289,[127  91] ; [43 45],[121.11111111  96.88888889] ; [48.88888889 39.11111111],0
a8,1,0.196384,1.669067,[ 92 579] ; [ 23 199],[ 86.41097424 584.58902576] ; [ 28.58902576 193.41097424],0
s2,1,0.210214,1.56995,[354 370] ; [108 136],[345.54545455 378.45454545] ; [116.45454545 127.54545455],0
s5,1,0.2169,1.524764,[236 471] ; [ 67 164],[228.38059701 478.61940299] ; [ 74.61940299 156.38059701],0
b4,1,0.237342,1.396315,[436 298] ; [135 110],[428.10418795 305.89581205] ; [142.89581205 102.10418795],0
b5,1,0.237705,1.394156,[430 304] ; [154  91],[437.85086823 296.14913177] ; [146.14913177  98.85086823],0
a7,1,0.265214,1.241333,[518 213] ; [163  80],[511.09958932 219.90041068] ; [169.90041068  73.09958932],0
d3,1,0.288947,1.124523,[493 239] ; [154  88],[486.24640657 245.75359343] ; [160.75359343  81.24640657],0
b2,1,0.315437,1.007774,[170 288] ; [41 86],[165.19316239 292.80683761] ; [45.80683761 81.19316239],0
b3,1,0.315437,1.007774,[170 288] ; [41 86],[165.19316239 292.80683761] ; [45.80683761 81.19316239],0
d2,1,0.425664,0.634624,[336 394] ; [119 124],[341.36690647 388.63309353] ; [113.63309353 129.36690647],0
n1,1,0.462729,0.539285,[53 96] ; [39 58],[55.72357724 93.27642276] ; [36.27642276 60.72357724],0
u1,1,0.645172,0.212041,[120 614] ; [ 37 208],[117.70990807 616.29009193] ; [ 39.29009193 205.70990807],0
a2,1,0.794874,0.067593,[156 578] ; [ 54 191],[157.44637385 576.55362615] ; [ 52.55362615 192.44637385],0
a4,1,0.876798,0.024034,[314 417] ; [103 140],[312.96406571 418.03593429] ; [104.03593429 138.96406571],0
p1,1,0.972736,0.001168,[ 63 663] ; [ 21 223],[ 62.87010309 663.12989691] ; [ 21.12989691 222.87010309],0
